SecondInterval,AverageLatency
567,195
568,195
569,194
570,203
571,196
572,203
573,192
574,196
575,192
576,196
577,195
578,197
579,200
580,220
581,279
582,291
583,308
584,216
585,199
586,203
587,204
588,205
589,198
590,210
591,231
592,309
593,325
594,246
595,436
596,286
597,315
598,243
599,298
600,239
601,334
602,232
603,331
604,241
605,327
606,233
607,378
608,340
609,283
610,242
611,267
612,331
613,293
614,270
615,271
616,293
617,242
618,367
619,266
620,266
621,229
622,222
623,210
624,203
625,206
626,201
627,201
628,200
629,200
630,196
631,207
632,203
633,197
634,199
635,195
636,197
637,202
638,207
639,194
640,196
641,197
642,199
643,196
644,197
645,196
646,194
647,208
648,196
649,204
650,197
651,208
652,203
653,205
654,204
655,201
656,200
657,195
658,195
659,195
660,197
661,203
662,196
663,200
664,198
665,198
666,201
667,195
668,203
669,205
670,195
671,196
672,199
673,200
674,195
675,195
676,194
677,193
678,193
679,197
680,198
681,192
682,190
683,194
684,199
685,199
686,202
687,200
688,203
689,204
690,198
691,198
692,206
693,210
694,202
695,200
696,194
697,196
698,199
699,208
700,197
701,203
702,197
703,196
704,202
705,208
706,205
707,208
708,209
709,204
710,206
711,210
712,216
713,247
714,226
715,221
716,218
717,223
718,253
719,258
720,255
721,239
722,259
723,241
724,211
725,210
726,198
727,206
728,196
729,203
730,204
731,197
732,195
733,200
734,199
735,198
736,198
737,205
738,198
739,217
740,210
741,217
742,204
743,208
744,201
745,223
746,208
747,206
748,235
749,209
750,203
751,221
752,234
753,214
754,202
755,214
756,210
757,195
758,200
759,202
760,197
761,214
762,210
763,204
764,201
765,200
766,204
767,198
768,201
769,194
770,198
771,202
772,196
773,208
774,199
775,199
776,194
777,210
778,198
779,196
780,201
781,195
782,202
783,193
784,200
785,199
786,203
787,204
788,200
789,205
790,203
791,203
792,200
793,202
794,207
795,201
796,198
797,196
798,199
799,201
800,199
801,202
802,198
803,203
804,207
805,197
806,196
807,201
808,215
809,203
810,188
811,200
812,200
813,206
814,198
815,199
816,210
817,198
818,202
819,208
820,198
821,205
822,195
823,200
824,193
825,192
826,204
827,196
828,200
829,201
830,205
831,199
832,200
833,197
834,223
835,207
836,201
837,209
838,204
839,285
840,272
841,228
842,220
843,247
844,233
845,228
846,220
847,272
848,230
849,317
850,225
851,298
852,246
853,283
854,243
855,259
856,207
857,213
858,221
859,263
860,222
861,209
862,228
863,207
864,260
865,245
866,208
867,263
868,294
869,385
870,316
871,309
872,252
873,232
874,267
875,222
876,227
877,260
878,228
879,220
880,370
881,259
882,298
883,524
884,314
885,292
886,222
887,214
888,219
889,218
890,215
891,218
892,233
893,277
894,277
895,232
896,217
897,241
898,224
899,232
900,267
901,239
902,219
903,239
904,258
905,255
906,269
907,211
908,220
909,227
910,291
911,318
912,266
913,255
914,209
915,222
916,246
917,229
918,244
919,213
920,231
921,211
922,201
923,268
924,214
925,202
926,216
927,211
928,205
929,201
930,211
931,204
932,203
933,214
934,440
935,1571
936,287
937,310
938,326
939,235
940,211
941,206
942,198
943,201
944,200
945,204
946,200
947,197
948,199
949,194
950,200
951,211
952,198
953,195
954,199
955,198
956,196
957,199
958,197
959,197
960,202
961,197
962,190
963,204
964,206
965,194
966,207
967,195
968,198
969,191
970,195
971,193
972,194
973,195
974,222
975,239
976,213
977,206
978,221
979,207
980,225
981,290
982,486
983,499
984,337
985,302
986,299
987,204
988,203
989,196
990,200
991,205
992,201
993,197
994,197
995,203
996,206
997,210
998,217
999,207
1000,202
1001,203
1002,203
1003,190
1004,249
1005,203
1006,199
1007,208
1008,259
1009,197
1010,217
1011,245
1012,214
1013,207
1014,207
1015,220
1016,217
1017,200
1018,213
1019,206
1020,200
1021,198
1022,201
1023,201
1024,204
1025,199
1026,209
1027,198
1028,196
1029,195
1030,199
1031,197
1032,199
1033,197
1034,194
1035,200
1036,212
1037,210
1038,197
1039,196
1040,197
1041,198
1042,204
1043,205
1044,203
1045,197
1046,201
1047,192
1048,199
1049,200
1050,194
1051,195
1052,196
1053,197
1054,198
1055,199
1056,202
1057,191
1058,208
1059,201
1060,199
1061,201
1062,203
1063,202
1064,196
1065,194
1066,201
1067,190
1068,201
1069,206
1070,195
1071,200
1072,193
1073,194
1074,200
1075,197
1076,203
1077,193
1078,209
1079,194
1080,201
1081,195
1082,197
1083,192
1084,197
1085,199
1086,198
1087,199
1088,203
1089,198
1090,200
1091,213
1092,201
1093,199
1094,196
1095,197
1096,197
1097,199
1098,200
1099,199
1100,196
1101,215
1102,203
1103,196
1104,197
1105,201
1106,218
1107,241
1108,218
1109,277
1110,212
1111,217
1112,213
1113,202
1114,221
1115,255
1116,262
1117,230
1118,303
1119,248
1120,243
1121,240
1122,230
1123,226
1124,223
1125,200
1126,213
1127,200
1128,195
1129,198
1130,195
1131,204
1132,199
1133,195
1134,199
1135,197
1136,195
1137,194
1138,198
1139,198
1140,199
1141,194
1142,205
1143,206
1144,197
1145,209
1146,751
1148,351
1149,296
1150,307
1151,227
1152,201
1153,202
1154,203
1155,211
1156,204
1157,207
1158,205
1159,202
1160,193
1161,198
1162,199
1163,193
1164,203
1165,188
1166,198
1167,206
1168,205
1169,204
1170,196
1171,203
1172,224
1173,218
1174,256
1175,229
1176,233
1177,214
1178,200
1179,213
1180,203
1181,198
1182,258
1183,271
1184,347
1185,245
1186,197
1187,204
1188,199
1189,202
1190,205
1191,201
1192,221
1193,205
1194,212
1195,204
1196,206
1197,209
1198,218
1199,213
1200,212
1201,201
1202,206
1203,206
1204,203
1205,201
1206,198
1207,195
1208,197
1209,203
1210,203
1211,196
1212,207
1213,200
1214,206
1215,197
1216,192
1217,211
1218,283
1219,217
1220,198
1221,195
1222,202
1223,195
1224,195
1225,199
1226,202
1227,190
1228,197
1229,194
1230,195
1231,206
1232,198
1233,195
1234,199
1235,200
1236,223
1237,206
1238,205
1239,200
1240,206
1241,199
1242,210
1243,205
1244,305
1245,236
1246,237
1247,204
1248,214
1249,225
1250,220
1251,212
1252,214
1253,214
1254,199
1255,205
1256,215
1257,213
1258,216
1259,228
1260,212
1261,206
1262,213
1263,203
1264,203
1265,200
1266,209
1267,204
1268,198
1269,198
1270,205
1271,203
1272,194
1273,199
1274,193
1275,201
1276,198
1277,226
1278,194
1279,203
1280,202
1281,215
1282,207
1283,193
1284,210
1285,197
1286,196
1287,201
1288,196
1289,203
1290,198
1291,204
1292,201
1293,200
1294,201
1295,202
1296,207
1297,195
1298,196
1299,207
1300,196
1301,195
1302,201
1303,197
1304,199
1305,196
1306,196
1307,251
1308,202
1309,200
1310,200
1311,202
1312,231
1313,209
1314,198
1315,247
1316,199
1317,195
1318,201
1319,221
1320,200
1321,199
1322,221
1323,203
1324,195
1325,202
1326,199
1327,214
1328,217
1329,218
1330,232
1331,209
1332,232
1333,205
1334,213
1335,200
1336,203
1337,201
1338,215
1339,211
1340,207
1341,206
1342,200
1343,196
1344,200
1345,198
1346,204
1347,208
1348,201
1349,199
1350,197
1351,196
1352,203
1353,200
1354,191
1355,193
1356,222
1357,224
1358,205
1359,212
1360,200
1361,199
1362,227
1363,196
1364,201
1365,195
1366,203
1367,192
1368,216
1369,208
1370,203
1371,194
1372,200
1373,212
1374,272
1375,218
1376,232
1377,260
1378,241
1379,225
1380,198
1381,203
1382,211
1383,205
1384,206
1385,200
1386,197
1387,207
1388,203
1389,196
1390,204
1391,199
1392,201
1393,194
1394,195
1395,199
1396,200
1397,202
1398,209
1399,215
1400,208
1401,203
1402,197
1403,198
1404,199
1405,186
1406,202
1407,201
1408,194
1409,202
1410,198
1411,194
1412,199
1413,196
1414,188
1415,198
1416,207
1417,205
1418,203
1419,199
1420,192
1421,195
1422,205
1423,200
1424,224
1425,203
1426,207
1427,207
1428,200
1429,201
1430,197
1431,198
1432,195
1433,219
1434,199
1435,202
1436,208
1437,191
1438,195
1439,194
1440,196
1441,198
1442,199
1443,193
1444,197
1445,197
1446,201
1447,193
1448,200
1449,188
1450,200
1451,200
1452,205
1453,199
1454,216
1455,211
1456,218
1457,198
1458,201
1459,226
1460,220
1461,207
1462,222
1463,219
1464,212
1465,207
1466,210
1467,198
1468,202
1469,194
1470,197
1471,204
1472,207
1473,210
1474,197
1475,200
1476,204
1477,206
1478,210
1479,207
1480,191
1481,197
1482,197
1483,264
1484,286
1485,307
1486,242
1487,201
1488,225
1489,210
1490,206
1491,209
1492,219
1493,221
1494,206
1495,200
1496,206
1497,209
1498,206
1499,203
1500,232
1501,261
1502,213
1503,218
1504,210
1505,206
1506,220
1507,204
1508,201
1509,203
1510,196
1511,199
1512,195
1513,194
1514,201
1515,198
1516,195
1517,198
1518,200
1519,208
1520,196
1521,202
1522,201
1523,207
1524,208
1525,202
1526,217
1527,201
1528,204
1529,204
1530,191
1531,198
1532,190
1533,203
1534,192
1535,194
1536,200
1537,195
1538,194
1539,189
1540,194
1541,201
1542,208
1543,198
1544,207
1545,194
1546,199
1547,202
1548,195
1549,195
1550,194
1551,207
1552,192
1553,200
1554,192
1555,197
1556,195
1557,197
1558,200
1559,200
1560,193
1561,197
1562,197
1563,200
1564,214
1565,240
1566,254
1567,241
1568,198
1569,224
1570,207
1571,209
1572,205
1573,194
1574,213
1575,198
1576,199
1577,205
1578,202
1579,209
1580,207
1581,210
1582,190
1583,198
1584,198
1585,197
1586,194
1587,199
1588,194
1589,195
1590,627
1591,917
1592,341
1593,704
1594,288
1595,219
1596,203
1597,196
1598,211
1599,200
1600,195
1601,197
1602,201
1603,196
1604,193
1605,191
1606,191
1607,184
1608,192
1609,188
1610,187
1611,195
1612,179
1613,181
1614,188
1615,168
1616,157
1617,151
1618,140
1619,136
1620,119
1621,113
1622,126
1623,120
1624,112
1625,131
1626,109
1627,108
1628,118
1629,115
1630,102
1631,128
1632,128
1633,178
1634,185
1635,196
1636,163
1637,181
1638,158
1639,122
1640,126
1641,128
1642,128
1643,132
1644,135
1645,125
1646,131
1647,126
1648,119
1649,124
1650,114
1651,124
1652,120
1653,117
1654,124
1655,116
1656,126
1657,116
1658,116
1659,132
1660,120
1661,115
1662,121
1663,129
1664,110
1665,119
1666,112
1667,113
1668,117
1669,115
1670,113
1671,129
1672,112
1673,120
1674,127
1675,115
1676,114
1677,122
1678,112
1679,122
1680,113
1681,118
1682,119
1683,121
1684,114
1685,114
1686,117
1687,123
1688,118
1689,124
1690,130
1691,118
1692,119
1693,128
1694,108
1695,113
1696,123
1697,120
1698,114
1699,130
1700,115
1701,113
1702,124
1703,116
1704,111
1705,126
1706,116
1707,120
1708,118
1709,115
1710,116
1711,119
1712,114
1713,115
1714,116
1715,118
1716,116
1717,122
1718,121
1719,124
1720,118
1721,121
1722,115
1723,122
1724,119
1725,116
1726,119
1727,125
1728,121
1729,129
1730,113
1731,131
1732,126
1733,115
1734,121
1735,125
1736,117
1737,109
1738,124
1739,125
1740,110
1741,126
1742,122
1743,116
1744,136
1745,190
1746,175
1747,162
1748,166
1749,140
1750,113
1751,128
1752,169
1753,154
1754,114
1755,126
1756,182
1757,182
1758,173
1759,165
1760,227
1761,154
1762,115
1763,135
1764,122
1765,126
1766,128
1767,128
1768,127
1769,113
1770,124
1771,117
1772,122
1773,120
1774,120
1775,122
1776,118
1777,119
1778,116
1779,114
1780,120
1781,115
1782,112
1783,109
1784,164
1785,147
1786,172
1787,155
1788,127
1789,124
1790,117
1791,122
1792,150
1793,182
1794,129
1795,126
1796,114
1797,119
1798,116
1799,120
1800,130
1801,120
1802,124
1803,123
1804,123
1805,114
1806,127
1807,121
1808,115
1809,119
1810,135
1811,114
1812,113
1813,130
1814,110
1815,114
1816,130
1817,117
1818,118
1819,125
1820,121
1821,123
1822,116
1823,125
1824,116
1825,121
1826,116
1827,117
1828,124
1829,120
1830,112
1831,121
1832,119
1833,122
1834,120
1835,115
1836,120
1837,120
1838,120
1839,132
1840,119
1841,120
1842,121
1843,121
1844,113
1845,114
1846,123
1847,125
1848,123
1849,115
1850,112
1851,127
1852,113
1853,118
1854,125
1855,118
1856,120
1857,117
1858,130
1859,119
1860,112
1861,124
1862,121
1863,117
1864,125
1865,113
1866,113
1867,120
1868,122
1869,113
1870,122
1871,118
1872,108
1873,127
1874,123
1875,127
1876,130
1877,117
1878,121
1879,123
1880,119
1881,133
1882,119
1883,120
1884,117
1885,120
1886,126
1887,124
1888,116
1889,126
1890,119
1891,115
1892,123
1893,111
1894,121
1895,123
1896,113
1897,115
1898,120
1899,114
1900,119
1901,118
1902,108
1903,129
1904,119
1905,117
1906,122
1907,114
1908,119
1909,115
1910,114
1911,128
1912,115
1913,121
1914,112
1915,116
1916,125
1917,117
1918,114
1919,130
1920,113
1921,124
1922,122
1923,116
1924,123
1925,122
1926,112
1927,131
1928,114
1929,109
1930,114
1931,124
1932,115
1933,113
1934,120
1935,114
1936,116
1937,114
1938,116
1939,108
1940,103
1941,57
